ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento
28,SONG,EastLeah,PAY,2600,23,2023-07-08,Charles Williams,harperdanielle@example.net,(314) 257035737,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Efectivo,Entregado,Producto defectuoso,38
3,OPERATION,Milesburgh,BUDGET,2500,16,2023-03-22,Roger Stephens,cwilliams@example.com,(314) 257035737,"USS Fuller
FPO AA 30334",Tarjeta,Entregado,Producto defectuoso,14
10,UNDER,Andrewside,GROUP,2100,25,2023-09-12,Charles Williams,ydavid@example.com,(621) 75126511205,"PSC 2182, Box 8243
APO AP 79039",Tarjeta,En camino,Producto defectuoso,49
26,STRATEGY,Nguyenshire,LEG,1600,21,2023-06-07,Cynthia Hayes,estesjon@example.org,(001) 575431910,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Efectivo,Entregado,Producto defectuoso,42
24,FOOD,East Leah,SPRING,700,24,2023-08-17,Mark Mays,ydavid@example.com,(509) 210932647,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta,Entregado,Ninguno,98
14,DOG,Courtneymouth,RICH,900,18,2024-12-09,Sean Mitchell,wwilson@example.org,6304696433,"37970 Hudson Falls
Downshaven, PA 58533",Tarjeta,En camino,Ninguno,19
1,IF,Brendanberg,GROUP,1100,24,2023-09-23,David Norton,david09@example.com,(621) 75126511205,"22214?Janet?Plaza?Suite?903
West?Christopherside,?DC?40075",Efectivo,Entregado,Producto defectuoso,19
5,ADMINISTRATION,East Josephland,WHOM,2100,16,2024-12-09,Angela Taylor,hornebeth@example.com,(369) 746572373,"493 Cameron Ramp
Veronicatown, MI 81010",Efectivo,En camino,Producto defectuoso,24
5,PRESENT,Lindaport,INCREASE,1300,28,2023-07-08,Michelle  Mitchell,estesjon@example.org,(372) 684886317,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,Entregado,Ninguno,43
5,INVOLVE,Valerietown,DESPITE,700,23,2023-09-13,Daniel Garcia,wwilson@example.org,(001) 36332501439284,"29882?Stein?Tunnel?Apt.?468
Port?Jacquelineville,?HI?77063",Tarjeta,En camino,Producto defectuoso,25
28,EDUCATION,Lake Juan,NORTH,700,23,2023-03-22,Andrew Mitchell,hornebeth@example.com,4914742586,"493 Cameron Ramp
Veronicatown, MI 81010",Efectivo,En camino,Producto defectuoso,36
15,DOG,Jessechester,POPULAR,2300,16,2024-12-09,Sean!Mitchell,schmidtkrystal@example.org,(001) 575431910,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo,En camino,Producto defectuoso,78
7,DOOR,Trujillofort,FINISH,700,8,2023-09-13,Robert Bryant,brianboyd@example.org,2805046212,"9978*Kenneth*Plaza*Suite*069
Monicafurt,*NM*39529",Tarjeta,Entregado,Ninguno,38
19,UP,Lindaport,MATTER,200,30,2023-07-08,Samantha Hodges,matthew29@example.com,(001) 575431910,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Efectivo,En camino,Ninguno,36
5,FIRM,East Josephland,LEG,700,11,2023-08-13,Roger Stephens,edward94@example.org,(110) 59261937727,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,En camino,Ninguno,4
15,DEMOCRATIC,Jodichester,GROW,600,13,2023-06-17,David Norton,krystalmcdaniel@example.org,5571938141,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Efectivo,Entregado,Producto defectuoso,97
22,PRESENT,South Timothyberg,JOB,2600,27,2023-04-14,Adam Mueller,lharmon@example.net,(110) 59261937727,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo,En camino,Producto defectuoso,30
7,IF,Jodichester,RICH,1600,11,2023-07-15,Jennifer Holmes,dhuber@example.com,(110) 59261937727,"USS Fuller
FPO AA 30334",Efectivo,En camino,Producto defectuoso,19
1,PRESENT,Briannaport,POPULAR,1600,13,2024-12-09,Dr. Monica Woods,harperdanielle@example.net,(339) 00428204920,"025 Billy Row
Lisaside, AR 96338",Tarjeta,Entregado,Ninguno,18
7,DEMOCRATIC,North Thomastown,INCREASE,1300,10,2024-12-09,Samantha Hodges,edward94@example.org,(602) 388997526,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,Entregado,Producto defectuoso,74
23,DOG,Brendanberg,AT,1300,21,2024-12-09,Cynthia Hayes,powersjimmy@example.org,(369) 746572373,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,En camino,Producto defectuoso,30
9,UNDER,Jodichester,MATTER,700,24,2023-03-22,Daniel Garcia,lweaver@example.org,(372) 684886317,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Efectivo,En camino,Ninguno,55
18,WAIT,Jessechester,SPRING,900,16,2023-03-13,Angela Taylor,sandersbeth@example.org,(641) 0065992234,"37970 Hudson Falls
Downshaven, PA 58533",Tarjeta,Entregado,Ninguno,83
17,TRADE,Kevinton,GROUP,2000,27,2023-06-28,Samantha Hodges,karaware@example.net,(612) 211834900,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Tarjeta,En camino,Producto defectuoso,19
11,HOME,Jodichester,RICH,2800,27,2023-09-12,Sharon Lowe,wliu@example.net,(001) 36332501439284,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Efectivo,En camino,Ninguno,24
25,DOOR,SouthTimothyberg,PAY,1100,9,2024-12-09,Kelsey Lopez,cwilliams@example.com,(314) 257035737,"29340 Murphy Parkway
North Robert, KS 42070",Efectivo,Entregado,Ninguno,55
17,CREATE,Jodichester,INCREASE,600,28,2024-12-09,Lisa Stafford,schmidtkrystal@example.org,5251947529,"025 Billy Row
Lisaside, AR 96338",Tarjeta,Entregado,Ninguno,49
10,UNDER,Larrychester,LEADER,2100,22,2024-12-09,Sharon Lowe,schmidtkrystal@example.org,(101) 8897038562,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Efectivo,Entregado,Ninguno,54
7,KITCHEN,Brendanberg,GROUP,1300,8,2023-08-27,Susan Harvey,eric87@example.org,(314) 257035737,"493 Cameron Ramp
Veronicatown, MI 81010",Efectivo,En camino,Producto defectuoso,88
7,ADMINISTRATION,Nguyenshire,FORWARD,200,27,2023-11-20,David Scott,ydavid@example.com,6304696433,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Tarjeta,Entregado,Producto defectuoso,39
24,SONG,Kevinton,LEG,200,11,2024-12-09,Sharon Lowe,steelejulian@example.net,(612) 211834900,"664 Berger Rapid
South Suzanne, WV 68526",Efectivo,Entregado,Producto defectuoso,43
25,SONG,Andrewside,MUCH,2100,22,2023-03-14,Angela Taylor,briangonzales@example.net,(686) 990991,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta,Entregado,Producto defectuoso,27
5,OWNER,Trujillofort,RICH,2500,21,2024-12-09,Alan Bird,harperdanielle@example.net,(101) 8897038562,"29340 Murphy Parkway
North Robert, KS 42070",Efectivo,En camino,Ninguno,38
10,WORRY,Port Alexachester,GROUP,2300,11,2023-07-10,Juan Manning,dhuber@example.com,5251947529,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,Entregado,Producto defectuoso,97
24,CHOICE,East Josephland,TV,1500,16,2023-03-22,Adam Mueller,parkerandrew@example.org,(372) 684886317,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Efectivo,Entregado,Producto defectuoso,24
1,SIX,East Brittany,FORWARD,900,23,2023-08-17,Benjamin Chan,wliu@example.net,8487233346,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,En camino,Ninguno,19
23,FACTOR,Port Alexachester,JOB,200,13,2023-05-06,Benjamin Chan,karaware@example.net,(339) 00428204920,"18235!Carl!Garden!Apt.!025
Lake!Miranda,!LA!16737",Tarjeta,Entregado,Ninguno,97
15,STRATEGY,Briannaport,SET,2000,11,2023-05-05,Sean*Mitchell,wwilson@example.org,(602) 388997526,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Efectivo,Entregado,Producto defectuoso,98
29,UNDER,Valerietown,SAY,700,8,2023-06-07,David!Scott,eric24@example.com,(001) 962368217,"769 Dickerson Drive
Jasminemouth, HI 08895",Efectivo,Entregado,Producto defectuoso,72
16,FACTOR,South Timothyberg,LETTER,1100,30,2023-03-13,Michelle?Mitchell,lweaver@example.org,(686) 990991,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,Entregado,Producto defectuoso,88
18,TRADE,Lindaport,DESPITE,2500,11,2023-05-06,Larry Welch,sandersbeth@example.org,2661673098,"37970 Hudson Falls
Downshaven, PA 58533",Tarjeta,Entregado,Ninguno,28
18,DOG,Vasquezborough,TV,700,28,2024-12-09,Carla Orozco,parkerandrew@example.org,8572628794,"9978?Kenneth?Plaza?Suite?069
Monicafurt,?NM?39529",Tarjeta,Entregado,Ninguno,25
22,WORRY,Milesburgh,INDIVIDUAL,2100,11,2023-11-20,Mark?Mays,powersjimmy@example.org,(339) 00428204920,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Tarjeta,En camino,Ninguno,49
25,DEMOCRATIC,Port Kelly,SPRING,700,18,2022-12-04,Benjamin Chan,vhill@example.org,(001) 575431910,"233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta,En camino,Producto defectuoso,98
30,UNDER,Port Alexachester,RICH,1300,11,2024-12-09,Samantha Parker,edward94@example.org,(612) 211834900,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,Ninguno,83
9,DEMOCRATIC,Briannaport,MEMBER,700,11,2023-03-14,Jessica Davis,karaware@example.net,2661673098,"664 Berger Rapid
South Suzanne, WV 68526",Efectivo,Entregado,Producto defectuoso,98
5,KITCHEN,Port Alexachester,MOVEMENT,2100,28,2023-10-15,Daniel Garcia,lharmon@example.net,(110) 59261937727,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Efectivo,Entregado,Producto defectuoso,53
21,CHOICE,Jodichester,LEG,2500,11,2023-03-22,Charles Williams,estesjon@example.org,(621) 75126511205,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Ninguno,78
8,FACTOR,East Leah,SAY,300,12,2023-06-07,Benjamin Chan,vhill@example.org,8487233346,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Tarjeta,Entregado,Ninguno,28
30,FOOD,Susanton,LEG,200,25,2023-07-08,Samantha Hodges,briangonzales@example.net,(369) 746572373,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,En camino,Producto defectuoso,25
3,UP,Courtneymouth,LEG,1100,21,2023-05-05,Juan Manning,walkerraven@example.net,8572628794,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,Producto defectuoso,36
26,FIRM,South Thomas,DESPITE,700,23,2023-08-13,Samantha Hodges,brianboyd@example.org,(110) 59261937727,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,En camino,Ninguno,39
13,DOOR,Nguyenshire,JOB,200,7,2023-09-12,David Scott,lharmon@example.net,(686) 990991,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,Producto defectuoso,43
9,OPERATION,Kevinton,SET,1100,24,2024-12-09,Samantha Hodges,powersjimmy@example.org,8487233346,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo,En camino,Producto defectuoso,24
14,OWNER,Nguyenshire,LETTER,200,2,2024-12-09,Benjamin Chan,david09@example.com,(101) 8897038562,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,Entregado,Producto defectuoso,38
8,CHOICE,Milesburgh,DESPITE,2000,29,2023-07-08,Dr. Monica Woods,powersjimmy@example.org,(314) 257035737,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Efectivo,En camino,Producto defectuoso,49
24,DEMOCRATIC,Larrychester,AT,1500,30,2024-12-09,Jessica Davis,lharmon@example.net,6304696433,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,Entregado,Producto defectuoso,19
17,KITCHEN,South Thomas,PAY,2400,22,2023-06-21,David Norton,schmidtkrystal@example.org,(001) 19330387387349,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Tarjeta,Entregado,Ninguno,18
21,OPERATION,East Leah,DESPITE,700,29,2023-03-14,Mark Mays,vhill@example.org,2805046212,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,Entregado,Ninguno,55
23,OWNER,North Jasmine,LETTER,700,16,2023-06-21,Jennifer Holmes,lharmon@example.net,(001) 94337542187814,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,En camino,Ninguno,38
29,UNDER,LakeJuan,LETTER,700,10,2023-09-01,Lisa Stafford,edward94@example.org,(621) 75126511205,"37970 Hudson Falls
Downshaven, PA 58533",Efectivo,Entregado,Ninguno,98
5,CREATE,New Reginaldmouth,TV,1500,11,2022-12-04,Alan Bird,wwilson@example.org,(369) 746572373,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Efectivo,Entregado,Producto defectuoso,36
29,TRADE,North Brittney,MEMBER,1100,30,2023-08-27,Jennifer Holmes,sandersbeth@example.org,(621) 75126511205,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,Entregado,Ninguno,19
2,WAIT,East Janicemouth,MEMBER,2100,16,2023-09-01,Robert Bryant,harperdanielle@example.net,(509) 210932647,"29340 Murphy Parkway
North Robert, KS 42070",Tarjeta,Entregado,Producto defectuoso,12
15,INVOLVE,North Thomastown,GROUP,2600,23,2023-11-20,Samantha Parker,lharmon@example.net,(369) 746572373,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,En camino,Producto defectuoso,25
17,SONG,Jessechester,SET,900,12,2022-12-04,Juan Manning,hornebeth@example.com,(339) 00428204920,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta,Entregado,Ninguno,28
26,FOOD,Larrychester,STEP,1500,7,2022-12-04,Crystal Chambers,rbrown@example.org,(001) 575431910,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,En camino,Ninguno,74
8,UP,EastJanicemouth,TV,700,22,2023-05-06,Roger Stephens,harperdanielle@example.net,(001) 36332501439284,"50604 Anthony Villages
New William, ME 95446",Tarjeta,Entregado,Producto defectuoso,49
15,CREATE,South Timothyberg,MUCH,1600,10,2024-12-09,Andrew Mitchell,walkerraven@example.net,(110) 59261937727,"PSC 2182, Box 8243
APO AP 79039",Efectivo,En camino,Producto defectuoso,78
11,DOG,Kevinton,WHOM,1100,25,2024-12-09,Samantha Hodges,karaware@example.net,(372) 684886317,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,En camino,Producto defectuoso,42
21,BASE,Milesburgh,EXIST,2600,17,2023-01-18,Jessica Davis,harperdanielle@example.net,2661673098,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,Entregado,Ninguno,74
28,PROFESSOR,Trujillofort,NORTH,700,26,2023-06-17,Jennifer Holmes,sandersbeth@example.org,(314) 257035737,"507 Johnson Port
Banksshire, AK 72140",Efectivo,En camino,Producto defectuoso,43
4,DOG,East Jonathan,FORWARD,200,11,2024-12-09,Cynthia Hayes,paul49@example.net,(001) 389556200,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,Entregado,Producto defectuoso,38
14,OWNER,New Reginaldmouth,LEADER,1100,22,2023-07-08,Andrew Mitchell,rbrown@example.org,(175) 175834,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Tarjeta,Entregado,Producto defectuoso,14
20,UP,Brendanberg,RICH,1500,17,2023-09-13,Robert Bryant,krystalmcdaniel@example.org,(101) 8897038562,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,En camino,Producto defectuoso,54
15,IF,East Josephland,INDUSTRY,200,9,2023-03-14,Sharon Lowe,rbrown@example.org,5571938141,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Efectivo,Entregado,Ninguno,38
12,STAFF,Larrychester,AT,2100,14,2023-06-21,Jennifer Holmes,lharmon@example.net,(870) 608083698,"USS Fuller
FPO AA 30334",Tarjeta,Entregado,Producto defectuoso,72
8,SONG,Jodichester,JOB,200,22,2023-06-07,Dr. Monica Woods,steelejulian@example.net,(870) 608083698,"PSC 2182, Box 8243
APO AP 79039",Tarjeta,En camino,Producto defectuoso,83
5,EDUCATION,East Josephland,AT,900,25,2023-09-23,David Scott,wliu@example.net,5251947529,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Ninguno,38
17,PROFESSOR,Larrychester,STILL,300,27,2023-06-21,Brittney!Guerra,vhill@example.org,8572628794,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta,Entregado,Producto defectuoso,27
4,TRADE,Valerietown,INDIVIDUAL,1600,11,2023-05-06,Andrew Mitchell,wliu@example.net,(475) 36070987999,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta,Entregado,Ninguno,21
15,DOG,Larrychester,SAY,200,22,2023-09-23,Sharon Lowe,briangonzales@example.net,(372) 684886317,"PSC 2182, Box 8243
APO AP 79039",Efectivo,En camino,Ninguno,38
25,FACTOR,EastBrittany,GROW,700,12,2023-06-06,Jennifer Holmes,paul02@example.com,(641) 0065992234,"USS Fuller
FPO AA 30334",Efectivo,En camino,Producto defectuoso,38
7,UP,South Thomas,STILL,2300,11,2023-06-06,Angela*Taylor,parkerandrew@example.org,8487233346,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Efectivo,Entregado,Producto defectuoso,24
8,STAFF,East Brittany,NORTH,2100,21,2023-03-14,Angela Taylor,ydavid@example.com,(001) 36332501439284,"507 Johnson Port
Banksshire, AK 72140",Efectivo,Entregado,Ninguno,19
5,CREATE,Valerietown,INDIVIDUAL,700,28,2023-02-09,Benjamin!Chan,paul02@example.com,(001) 19330387387349,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,Entregado,Producto defectuoso,19
18,OWNER,Briannaport,INCREASE,2600,9,2023-07-25,Susan Harvey,lharmon@example.net,6304696433,"7474 Sean Pine
Frazierchester, OK 57469",Tarjeta,Entregado,Producto defectuoso,72
28,UNDER,Nguyenshire,RICH,2000,16,2023-08-13,Mark Mays,ydavid@example.com,(641) 0065992234,"29340 Murphy Parkway
North Robert, KS 42070",Tarjeta,En camino,Producto defectuoso,55
29,KITCHEN,New Reginaldmouth,LEADER,1100,22,2023-03-14,Samantha?Parker,karaware@example.net,(101) 8897038562,"PSC 2182, Box 8243
APO AP 79039",Tarjeta,En camino,Producto defectuoso,55
8,BASE,Brendanberg,STEP,900,30,2023-09-01,Dr. Monica Woods,ydavid@example.com,5251947529,"37970!Hudson!Falls
Downshaven,!PA!58533",Tarjeta,Entregado,Ninguno,88
21,DOG,Andrewside,NORTH,2500,16,2024-12-09,Susan Harvey,wliu@example.net,2805046212,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,En camino,Producto defectuoso,83
19,SONG,New Reginaldmouth,FINISH,2500,22,2024-12-09,Jessica Davis,eric87@example.org,(175) 175834,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,En camino,Producto defectuoso,53
25,DOOR,Jessechester,TV,2100,11,2023-07-08,Lisa Stafford,rbrown@example.org,(686) 990991,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Tarjeta,Entregado,Producto defectuoso,39
10,FOCUS,Nguyenshire,WHOM,2800,25,2024-12-09,Benjamin Chan,david09@example.com,(621) 75126511205,"USS Fuller
FPO AA 30334",Tarjeta,En camino,Producto defectuoso,49
5,EDUCATION,Nguyenshire,MATTER,700,9,2022-12-04,Andrew Mitchell,matthew29@example.com,(612) 211834900,"USS Fuller
FPO AA 30334",Tarjeta,Entregado,Producto defectuoso,21
23,JUST,North Brittney,LEADER,2300,12,2023-10-15,Michelle Mitchell,wwilson@example.org,5251947529,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Tarjeta,Entregado,Producto defectuoso,21
29,UP,Jessechester,DESPITE,1300,13,2023-09-01,Benjamin Chan,powersjimmy@example.org,(001) 19330387387349,"025!Billy!Row
Lisaside,!AR!96338",Tarjeta,Entregado,Ninguno,55
12,UP,Briannaport,LEADER,2100,21,2023-05-06,Charles Williams,edward94@example.org,(001) 575431910,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,En camino,Producto defectuoso,25
18,EDUCATION,East Janicemouth,FORWARD,200,24,2024-12-09,Juan Manning,paul49@example.net,(001) 36332501439284,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,Producto defectuoso,54
19,FACTOR,Lake Juan,MOVEMENT,700,10,2023-07-08,David  Scott,brianboyd@example.org,8572628794,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,Producto defectuoso,4
15,UNDER,North Jasmine,GROUP,2800,16,2023-11-20,Lisa*Stafford,wwilson@example.org,(602) 388997526,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,Entregado,Ninguno,24
24,HOME,Andrewside,SET,1100,16,2023-08-27,Angela Taylor,eric24@example.com,2661673098,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta,En camino,Producto defectuoso,12
27,OWNER,Brendanberg,GROUP,1300,11,2024-12-09,Benjamin Chan,krystalmcdaniel@example.org,(602) 388997526,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta,Entregado,Producto defectuoso,74
5,SONG,Valerietown,STILL,900,27,2023-06-28,Carla Orozco,david09@example.com,(175) 175834,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta,Entregado,Ninguno,55
5,UP,Trujillofort,WHOM,1100,28,2023-03-13,Cynthia  Hayes,vhill@example.org,(175) 175834,"025 Billy Row
Lisaside, AR 96338",Tarjeta,En camino,Ninguno,12
25,INVOLVE,East Janicemouth,WHOM,2500,29,2022-12-04,Daniel Garcia,wliu@example.net,(001) 575431910,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta,Entregado,Producto defectuoso,25
26,OWNER,Andrewside,GROUP,3000,17,2024-12-09,Samantha Hodges,paul02@example.com,(621) 75126511205,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Efectivo,Entregado,Ninguno,88
9,TRADE,Susanton,STEP,800,7,2023-11-20,Angela Taylor,estesjon@example.org,(001) 962368217,"29340 Murphy Parkway
North Robert, KS 42070",Tarjeta,Entregado,Producto defectuoso,78
29,OWNER,North Brittney,LEG,200,16,2023-08-27,Crystal Chambers,sandersbeth@example.org,(001) 19330387387349,"50604 Anthony Villages
New William, ME 95446",Tarjeta,En camino,Ninguno,28
15,BASE,Vasquezborough,LEADER,1500,14,2023-09-01,Michelle Mitchell,steelejulian@example.net,(175) 175834,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Tarjeta,En camino,Ninguno,54
15,HOME,Susanton,DESPITE,2500,23,2023-09-12,Crystal Chambers,lharmon@example.net,5571938141,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta,En camino,Ninguno,38
28,INVOLVE,Briannaport,JOB,2100,11,2023-06-07,Andrew Mitchell,lharmon@example.net,(369) 746572373,"PSC  2182,  Box  8243
APO  AP  79039",Tarjeta,Entregado,Ninguno,49
6,UNDER,Milesburgh,FORWARD,2000,21,2023-06-06,Alan Bird,paul02@example.com,(110) 59261937727,"769 Dickerson Drive
Jasminemouth, HI 08895",Efectivo,Entregado,Producto defectuoso,53
19,HOME,Nguyenshire,GROW,200,26,2024-12-09,Andrew*Mitchell,david09@example.com,5251947529,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Efectivo,Entregado,Producto defectuoso,39
25,OWNER,Port Kelly,MATTER,2600,14,2023-11-20,Dr. Monica Woods,rdaugherty@example.net,2805046212,"025 Billy Row
Lisaside, AR 96338",Efectivo,En camino,Producto defectuoso,28
16,ADMINISTRATION,North Thomastown,INDIVIDUAL,1100,14,2023-10-15,Sharon Lowe,briangonzales@example.net,(509) 210932647,"7474 Sean Pine
Frazierchester, OK 57469",Tarjeta,En camino,Producto defectuoso,25
3,DOG,Port Kelly,BUDGET,1300,16,2023-08-27,Sean Mitchell,edward94@example.org,(001) 36332501439284,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta,En camino,Producto defectuoso,88
11,FOCUS,East Leah,INCREASE,2100,27,2023-09-12,Michelle Mitchell,schmidtkrystal@example.org,(101) 8897038562,"PSC 2182, Box 8243
APO AP 79039",Tarjeta,En camino,Ninguno,55
16,WAIT,Lake Juan,SET,900,22,2023-08-27,David Scott,dhuber@example.com,(001) 19330387387349,"37970 Hudson Falls
Downshaven, PA 58533",Tarjeta,Entregado,Producto defectuoso,83
16,TRADE,Port Kelly,LETTER,900,23,2024-12-09,Roger Stephens,david09@example.com,8572628794,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Tarjeta,En camino,Ninguno,87
10,IF,Kevinton,EXIST,700,16,2023-06-06,Larry Welch,rdaugherty@example.net,5571938141,"29882?Stein?Tunnel?Apt.?468
Port?Jacquelineville,?HI?77063",Efectivo,En camino,Ninguno,78
30,PRESENT,Port Alexachester,POPULAR,1600,11,2023-09-12,Sharon*Lowe,briangonzales@example.net,8572628794,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,En camino,Producto defectuoso,14
24,HOME,Lindaport,RICH,2100,15,2024-12-09,Juan Manning,krystalmcdaniel@example.org,(475) 36070987999,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Efectivo,Entregado,Ninguno,98
6,DOG,Valerietown,INDIVIDUAL,1300,18,2023-06-21,Juan Manning,rbrown@example.org,(602) 388997526,"025 Billy Row
Lisaside, AR 96338",Efectivo,Entregado,Producto defectuoso,30
27,SIX,Lindaport,TV,800,23,2023-07-08,Jennifer Holmes,rbrown@example.org,(509) 210932647,"PSC 2182, Box 8243
APO AP 79039",Efectivo,Entregado,Ninguno,18
22,WAIT,Milesburgh,BUDGET,200,27,2023-06-17,Robert Bryant,wliu@example.net,(001) 9023136721535,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,Entregado,Producto defectuoso,43
20,IF,Courtneymouth,FINISH,2000,16,2023-04-14,Jessica Davis,paul02@example.com,4914742586,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Tarjeta,Entregado,Ninguno,55
21,SIX,South Thomas,LEADER,200,15,2023-06-07,Dr. Monica Woods,rbrown@example.org,(001) 94337542187814,"493*Cameron*Ramp
Veronicatown,*MI*81010",Tarjeta,Entregado,Ninguno,38
24,PROFESSOR,East Janicemouth,MOVEMENT,300,29,2023-03-22,Michelle Mitchell,steelejulian@example.net,(110) 59261937727,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,En camino,Producto defectuoso,53
2,WORRY,North Jasmine,BUDGET,3000,16,2024-12-09,Sharon Lowe,paul02@example.com,(621) 75126511205,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Efectivo,En camino,Ninguno,54
23,JUST,Andrewside,DESPITE,200,11,2023-08-27,David Norton,wwilson@example.org,(641) 0065992234,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Tarjeta,Entregado,Producto defectuoso,53
19,WAIT,Courtneymouth,STEP,600,17,2023-01-04,Kelsey Lopez,rbrown@example.org,(686) 990991,"283!Cynthia!Groves!Apt.!671
Weavermouth,!ID!06739",Tarjeta,Entregado,Ninguno,19
3,ADMINISTRATION,Lindaport,POPULAR,600,14,2023-06-07,Brittney Guerra,vhill@example.org,(001) 36332501439284,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,En camino,Producto defectuoso,53
